EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
133151578,GLOBAL FUTURES NETWORK INC,% JAYANT SHAH,13751 LARK SONG DR,GERMANTOWN,MD,20874-6206,0000,03,3,1000,198310,1,15,119000000,1,01,202512,0,0,02,0,12,0,0,0,,
133153724,MULVIHILL FAMILY FOUNDATION,% GOLDMAN SACHS ( CO,675 N NORTH CT STE 450,PALATINE,IL,60067-8131,0000,03,3,1000,198305,1,04,602603000,2,01,202412,5,4,00,1,12,950435,196111,,,
133159667,UNITED METHODIST CITY SOCIETY 112697,,200 BELLEVUE PKWY STE 500,WILMINGTON,DE,19809-3741,0000,92,3,1000,000000,0,00,909000000,6,12,202512,4,3,00,1,12,183481,78005,,,
133163355,EPISCOPAL CURSILLO MINISTRY,,PO BOX 7777,MYRTLE BEACH,SC,29572-0017,0000,03,3,1000,198309,1,15,007029008,1,01,202312,0,0,02,0,12,0,0,0,X21B,
133163503,SHANTI TEMPLE,,2676 POST POND RD,MONTROSE,PA,18801-8605,0000,03,3,7000,198309,1,10,001029007,1,01,202412,4,4,06,0,12,126154,185871,185871,,
133165442,AMERICAN ASSOCIATION OF BIRTH CENTERS,,3123 GOTTSCHALL RD,PERKIOMENVLLE,PA,18074-9604,6220,06,6,2000,201606,2,00,123000000,1,01,202412,5,5,01,0,12,710338,833439,833439,S41,
133170827,NATIONAL ARTS STRATEGIES INC,,2000 DUKE ST THIRD FLOOR,ALEXANDRIA,VA,22314-6116,0000,03,3,1000,198308,1,15,602000000,1,01,202412,7,7,01,0,12,8606452,5309834,4433349,A020,NATIONAL ARTS STABILIZATION
133173419,COMPASSIONATE FRIENDS INC,% TERRY NOVY,225 W WASHINGTON ST STE 1010,CHICAGO,IL,60606-3100,3123,03,9,1200,197901,1,15,179149000,5,01,202512,0,0,02,0,12,0,0,0,,1310 STATEN ISLAND CHAPTER
133174628,THE HABERMAN INSTITUTE FOR JEWISH STUDIES,,2200 BALTIMORE RD STE D,ROCKVILLE,MD,20851-1289,0000,03,3,1000,198310,1,15,602994000,1,01,202506,6,5,01,0,06,1952172,578164,354954,X30J,
133177338,IRVING A HANSEN MEMORIAL FOUNDATION,% JP MORGAN SERVICES INC,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,198310,1,04,602601000,2,01,202507,7,6,00,1,07,7495063,2209081,,,
133177396,AMERICAN SOCIETY OF ADDICTION MEDICINE INC,% STEPHANIE STEWART MD,11400 ROCKVILLE PIKE STE 200,ROCKVILLE,MD,20852-3058,3662,03,6,1000,198608,1,15,033000000,1,01,202512,8,8,01,0,12,17952679,25571078,16777796,F20,COLORADO
133178754,EVANS FOUNDATION,% RANKIN BRENNAN & DONALDSON,3705 LISETER RD,NEWTOWN SQ,PA,19073-3516,0000,03,3,1000,202502,1,04,602560119,1,01,202601,5,4,00,1,01,605253,411758,,T20,
133182027,ALLIANCE FOR TELECOMMUNICATIONS INDUSTRY SOLUTIONS,,1200 G ST NW STE 500,WASHINGTON,DC,20005-6706,0000,06,3,1000,198506,2,00,200205000,1,01,202412,8,8,01,0,12,15454885,11248542,11248542,,
133185054,COMPASSIONATE FRIENDS INC,% TERRY NOVY,225 W WASHINGTON ST STE 1010,CHICAGO,IL,60606-3100,3123,03,9,1200,197901,1,15,179149000,5,01,202512,0,0,02,0,12,0,0,0,,1158 MANHATTAN CHAPTER
133187074,THE RAYMOND FRANKEL FOUNDATION,% LAW OFFICES OF MARC C ROSENBERG,115 SOUTH LASALLE ST 34TH FLOOR,CHICAGO,IL,60603-3973,0000,03,3,1000,198403,1,04,998000000,1,01,202512,9,8,00,1,12,50433336,25226721,,,
133188775,RUTH BARTSCH MEMORIAL TR,% JPMORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,03,3,1000,198402,1,04,602000000,1,01,202511,7,6,00,1,11,8093545,1440973,,,RICHARD V W TTEE
133189168,QUALITATIVE RESEARCH CONSULTANTS ASSOCIATION INC,,N83W13410 LEON RD,MENOMONEE FLS,WI,53051-3306,0000,06,3,1000,198508,2,00,200205000,1,01,202512,5,5,01,0,12,674577,903638,774122,,
133190169,THE KNEE SOCIETY INC,,1515 E WOODFIELD RD STE 345,SCHAUMBURG,IL,60173-5432,0000,03,3,1000,198506,1,16,161162000,1,01,202412,7,7,01,0,12,5852254,5658091,2478874,,
133191281,ARMENIAN NETWORK OF AMERICA INC,% MEGANOOSH AVAKIAN,1623 GROVE CHESTNUT RD,DUMFRIES,VA,22026-2832,0000,03,3,1000,198510,1,15,123119205,1,01,202512,0,0,02,0,12,0,0,0,,
133196536,THE WORKSHOPS FOUNDATION INC,% THOMAS CROSSAN,1025 THOMAS JEFFERSON ST STE 400 WE,WASHINGTON,DC,20007-5253,0000,03,3,2000,198908,1,16,040000000,1,01,202512,0,0,02,0,12,0,0,0,,
133197146,NATIONAL ORANIZATION OF SOCIAL SECURITY CLAIMANTS REPRESENTATIVES,,1400 K ST NW STE 750,WASHINGTON,DC,20005-2424,0000,06,3,1000,198404,2,00,205000000,1,01,202412,6,6,01,0,12,4227927,4198472,3095447,,
133201206,NEW CITY FISH & GAME CLUB INC,% JOSEPH CORNETT,101 WOODLAND DR,UPPR BLCK EDY,PA,18972-9734,0000,07,3,1000,199403,2,00,286379350,1,01,202508,0,0,02,0,08,0,0,0,,
133201656,CENTER FOR RESPONSIBLE TECHNOLOGY INC,% BEN POULTER,5208 MARLYN DR,BETHESDA,MD,20816-1949,0000,03,3,1000,202404,1,15,561000000,1,01,202512,0,0,02,0,12,0,0,0,C02,
133202047,S K YEE FOUNDATION INC,% BANK OF NEW YORK MELLON,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,03,3,1000,198501,1,04,602000000,1,01,202506,5,3,00,1,06,715594,32911,,,
133202333,SOCIETY FOR MENSTRUAL CYCLE RESEARCH,% CARISSA POKORNY-GOLDEN,PO BOX 24,CENTER VALLEY,PA,18034-0024,0000,03,3,2000,198406,1,16,123125000,1,01,202412,0,0,02,0,12,0,0,0,,
133202846,INTERNATIONAL TICKETING ASSOCIATION INC,,5868 E 71ST ST STE 367,INDIANAPOLIS,IN,46220-5877,0000,03,3,1000,200706,1,15,205000000,1,01,202509,4,6,01,0,09,492477,2041211,2041211,S41,
133206571,GRANTMAKERS IN HEALTH,,1100 CONNECTICUT AVE NW STE 1100,WASHINGTON,DC,20036-4107,0000,03,3,1000,198406,1,15,179994000,1,01,202412,8,7,01,0,12,16464821,7707189,7707189,T00C,
133206669,THE MERTZ CHARITABLE TRUST,% BNY MELLON,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,03,3,1000,198405,1,04,602922000,2,01,202501,4,6,00,1,01,321025,-2343320,,,
133208954,UNITED SUPREME COUNCIL AASRM FOR THE SO & WEST MASONIC JURISDICTION,% OLLIE SPENCER SR,2022 RHODE ISLAND AVE NE,WASHINGTON,DC,20018-2835,0000,10,3,1000,202506,1,00,149000000,1,01,202606,6,3,01,0,06,1275685,99642,99642,Y41,
133211093,PHI BETA KAPPA SOCIETY,% NEW YORK ASSOCIATION-PBK SOCIETY,1606 NEW HAMPSHIRE AVE NW,WASHINGTON,DC,20009-2512,1130,03,9,2000,195106,1,16,059000000,5,01,202412,0,0,02,0,12,0,0,0,,NEW YORK ASSOCIATION
133211654,CLASSMATE FUND INC,% SHEPPARD H C DAVIS,401 ATLANTIC AVE APT 1002,VIRGINIA BCH,VA,23451-6907,0000,03,3,1000,198809,1,15,561000000,1,01,202412,6,6,01,0,12,2145643,3022205,317854,,
133213943,RENFREW FOUNDATION INC,% SL PACKARD,5017 RODMAN RD,BETHESDA,MD,20816-1761,0000,03,3,1000,198508,1,04,040000000,1,01,202512,5,4,00,1,12,730004,253428,,,
133216405,NATIONAL ASSOCIATION OF NURSE PRACTITIONERS IN WOMENS HEALTH INC,,PO BOX 15837,WASHINGTON,DC,20003-0837,0000,03,3,1000,198407,1,15,205564123,1,01,202512,6,6,01,0,12,3986272,3547669,3547669,E034,
133218529,GLOBAL BUSINESS ALLIANCE INC,,99 M ST SE STE 200,WASHINGTON,DC,20003-3961,0000,06,3,2000,198509,2,00,200000000,1,01,202412,7,7,01,0,12,7738378,7964217,7219929,,
133218841,US-ASEAN BUSINESS COUNCIL INSTITUTE INC,% MICHAEL SHUE,1101 17TH ST NW STE 411,WASHINGTON,DC,20036-4720,0000,03,3,1000,198410,1,15,123149994,1,01,202412,4,4,01,0,12,340338,139898,139898,,
133221863,MONTESSORI ACCREDITATION COUNCIL FOR TEACHER EDUCATION INC,,420 PARK ST,CHARLOTTESVLE,VA,22902-4738,0000,03,3,1000,198412,1,16,059000000,1,01,202506,4,6,01,0,06,395949,1070238,1070238,B21D,
133228750,AMERICAN MEDICAL FOUNDATION FOR PEER REVIEW AND EDUCATION INC,,237 S 18TH ST APT 11D,PHILADELPHIA,PA,19103-6152,0000,03,3,1000,198409,1,15,124994000,1,01,202506,5,4,01,0,06,626017,245868,245868,B5BZ,
133235989,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% HAZEL DUKES,4805 MOUNT HOPE DR,BALTIMORE,MD,21215-3206,1531,04,9,1300,196111,2,00,430059480,5,01,,0,0,01,0,12,,,,,2308 NEW YORK STATE
133240109,FINCA INTERNATIONAL INC,% KUO-WEI WANG,1301 K ST NW STE 300W,WASHINGTON,DC,20005-7043,0000,03,3,1000,198612,1,15,561090000,1,01,202412,9,8,01,0,12,252090284,44097919,42466280,Q123,
133241866,UNITED STATES SENIOR SOCCER DIVISION INC,% DUNCAN RIDDLE,7000 S HARLEM AVE,BRIDGEVIEW,IL,60455-1160,0000,03,3,1000,198508,1,15,300994149,1,01,202412,6,6,01,0,12,4323303,3081773,3078104,,
133242920,PROFESSORS WORLD PEACE ACADEMY,,2171 RANDY AVE,SAINT PAUL,MN,55110-4333,0000,03,3,2000,198502,1,15,123124149,1,01,202512,0,0,02,0,12,0,0,0,Q410,
133246354,NATIONAL FORUM OF ESRD NETWORKS INC,% STEPHANIE HUTCHINSON,PO BOX 70623,HENRICO,VA,23255-0623,0000,03,3,2000,199405,1,16,165179000,1,01,202512,5,4,01,0,12,653426,143607,107924,,
133260818,AARP,% TAX DEPT,601 E ST NW,WASHINGTON,DC,20049-0002,1867,04,9,3000,197104,2,00,575000000,5,01,,0,0,02,0,12,,,,,3862 WILLOWBROOK
133267737,WETHERSFIELD INSTITUTE,,5680 N SUNNY POINT RD,GLENDALE,WI,53209-4439,0000,03,3,1000,202010,1,04,123000000,1,01,202512,5,4,00,1,12,525981,107351,,,
133269445,SOCIETY FOR CLINICAL AND MEDICAL HAIR REMOVAL INC,,4300 DURAFORM LN STE A,WINDSOR,WI,53598-9671,0000,06,3,2000,199110,2,00,200000000,1,01,202506,4,3,01,0,06,108848,52317,52317,,
133271855,AMYOTROPHIC LATERAL SCLEROSIS ASSN,,1919 UNIVERSITY AVE W STE 175,SAINT PAUL,MN,55104-3596,4119,03,6,1000,199007,1,15,123000000,1,01,202501,9,9,01,0,06,107245128,102429753,68583051,G500,NATIONAL OFFICE
133275276,AMERICAN FREINDS OF ST GEORGES & DES OF THE KNIGHTS OF THE GARTER,% CHARLES ALLEN FOSTER,PO BOX 31,GLENVIEW,KY,40025-0031,0000,03,3,1200,198603,1,04,063000000,1,01,202412,3,4,00,1,12,31331,198263,,A80,
133279706,CHURCH OF CHRIST,,PO BOX 699,UNIONTOWN,OH,44685-0699,0000,03,3,7000,198606,1,10,001029000,1,01,,0,0,06,0,12,,,,,
133281486,GALAPAGOS CONSERVANCY INC,% JESSICA HELTON,1032 15TH ST NW 364,WASHINGTON,DC,20005-1502,0000,03,3,1000,198510,1,15,922350355,1,01,202512,8,8,01,0,12,12866955,13246085,5372148,,
133284579,GIVING USA FOUNDATION INC,,1660 INTERNATIONAL DR STE 600,MCLEAN,VA,22102-4877,0000,03,3,1000,198510,1,15,120123124,1,01,202507,5,5,01,0,07,791932,734303,734303,T50I,
133287064,INTERACTION AMERICAN COUNCIL FOR VOLUNTARY INTERNATIONAL ACTION INC,,1300 CONNECTICUT AVE NW STE 800,WASHINGTON,DC,20036-1749,0000,03,3,1000,198509,1,15,603000000,1,01,202412,7,8,01,0,12,6196212,13428490,9718435,Q033,
133288698,INSTITUTE FOR ADVANCED STRATEGIC AND POLITICAL STUDIES INC,% DR ROBERT J LOEWENBERG,11504 KAREN DR,POTOMAC,MD,20854-3149,0000,03,3,1000,198605,1,15,123000000,1,01,,0,0,00,0,09,,,,Q035,
133292137,INTERSTITIAL CYSTITIS ASSOCIATION OF AMERICA,,388 S MAIN ST STE 440 PMB 157,AKRON,OH,44311-4407,0000,03,3,1000,198511,1,15,162179927,1,01,202409,4,4,01,0,09,165553,487196,486964,,
133297028,INTERNATIONAL CONDUCTORS GUILD INC,% CONDUCTORS GUILD,15 E MARKET ST UNIT 22,LEESBURG,VA,20178-8002,0000,03,3,2000,202009,1,16,119000000,1,01,202412,1,4,01,0,06,1431,147727,147727,J99Z,
133301001,LITERARY MANAGERS AND DRAMATURGS OF AMERICA INC,% DANIELLE CARROLL,7830 CONTEE RD APT 222,LAUREL,MD,20707-9245,0000,03,3,2000,198701,1,15,088123000,1,01,202512,3,3,01,0,12,33583,76261,76261,X20Z,
133307700,DON MCLEAN FOUNDATION INC,% SHUBERT CPA,C/O SHUBERT 118 YORK RD,JENKINTOWN,PA,19046-0000,0000,03,3,1000,198602,1,04,602000000,1,01,202506,4,1,00,1,06,120771,5515,,,
133313447,EMANUEL & ANNA WEINSTEIN FOUNDATION,% JH COHN LLP,2001 12TH ST NW APT 113,WASHINGTON,DC,20009-4575,0000,03,3,1000,198608,1,04,602000000,2,01,202412,4,4,00,1,12,397995,178048,,,
133314180,THE ASSOCIATION OF BLACK WOMEN IN HIGHER EDUCATION INC,% VALERIE ALLEN,PO BOX 490515,BLAINE,MN,55449-0515,0000,03,3,1000,201402,1,15,123000000,1,01,202506,0,0,02,0,06,0,0,0,B99,
133314582,NATIONAL ASSOCIATION OF SECURITIES PROFESSIONALS,% MIGUEL THAMES,1600 K STREET NW,WASHINGTON,DC,20006-2806,5867,06,6,2000,201107,2,00,200205000,1,01,202412,6,6,01,0,12,1395148,1983315,1135863,A68,
133315296,PROJECT INVEST,% EUGENE S COCKE,127 SOUTH PEYTON ST,ALEXANDRIA,VA,22314-2879,0000,03,3,1000,198609,1,16,566995000,2,01,202508,4,4,01,0,08,282126,311695,311695,V22Z,
133317248,CSAB INC,,814 FRANCIS HARRIS PL,ANNAPOLIS,MD,21401-3977,0000,03,3,1000,198605,1,21,059000000,1,01,202509,6,4,01,0,09,1592919,411780,411780,U124,
133318348,EARLY MUSIC AMERICA INC,% ANN FELTER,801 VINIAL STREET 300 STE,PITTSBURGH,PA,15212-5177,0000,03,3,1000,198808,1,15,119000000,1,01,202506,5,5,01,0,06,635091,511745,505039,A54Z,
133322948,INTERNATIONAL FEDERATION OF TECHNICAL ANALYSTS,,1300 PICCARD DRIVE LL 14,ROCKVILLE,MD,20850-4303,0000,06,3,1000,198706,2,00,205000000,1,01,202512,5,4,01,0,12,592527,221030,221030,,
133336622,NATIONAL ACUPUNCTURE DETOXIFICATION ASSOCIATION INC,% WARREN LEGGETT,PO BOX 367,CLINTON,MD,20735-0367,0000,03,3,1000,198904,1,15,149162000,1,01,202412,3,4,01,0,12,69535,298499,298499,,
133341262,TAS FOUNDATION,% MEGHAN NELSON,MEGHAN NELSON - 583 TUSCULUM AVE,CINCINNATI,OH,45226-0000,0000,03,3,1000,198606,1,04,922602000,1,01,202512,5,4,00,1,12,986662,168327,,,
133342827,GIRL FRIENDS INC,% VERONICA DAWKINS,6608 TOUCHWOOD DR,CHARLOTTE,NC,28227-8051,1854,04,9,2000,196703,2,00,600602000,5,01,,0,0,01,0,06,,,,,CHARLOTTE CHAPTER
133342829,GIRL FRIENDS INC,% KELLY BOOKER,400 ARMY NAVY DR APT 1123,ARLINGTON,VA,22202-4758,1854,04,9,2000,196703,2,00,600602000,5,01,,0,0,01,0,06,,,,,POTOMAC CHAPTER
133342835,GIRL FRIENDS INC,% CAROLINE DELUATCH,222 BROOKSPRING RD,COLUMBIA,SC,29223-5928,1854,04,9,2000,196703,2,00,600602000,5,01,,0,0,01,0,06,,,,,COLUMBIA CHAPTER
133346560,COMPASSIONATE FRIENDS INC,% TERRY NOVY,225 W WASHINGTON ST STE 1010,CHICAGO,IL,60606-3100,3123,03,9,1200,197901,1,15,179149000,5,01,202512,0,0,02,0,12,0,0,0,,1476 ROCKLAND CHAPTER
133347638,AARP,% TAX DEPT,601 E ST NW,WASHINGTON,DC,20049-0001,1867,04,9,3000,197104,2,00,575000000,5,01,,0,0,02,0,12,,,,,4007 OCEAN BREEZE CHAPTER
133351127,FBIAA MEMORIAL COLLEGE FUND,% FBI AGENTS ASSOCIATION,PO BOX 320215,ALEXANDRIA,VA,22320-4215,0000,03,3,1200,198504,1,21,041000000,2,01,202506,8,7,01,0,06,20639488,9502962,2783755,F03,EDUCATION FUND
133352209,INTERNATIONAL PEDIATRIC NEPHROLOGY ASSOCIATION HOSPITAL,% DR BRADLEY WARADY TREASURE,700 CHILDRENS DR ED-5081,COLUMBUS,OH,43205-2664,0000,03,3,1000,198804,1,15,161179000,1,01,202412,6,6,01,0,12,2110936,1033411,970771,,ALBERT EINSTEIN COLLEGE OF MEDICINE
133358148,SARVODAYA USA CORPORATION,,525 N ARMISTEAD ST APT 203,ALEXANDRIA,VA,22312-2894,0000,03,3,1000,198801,1,15,602000000,1,01,202412,6,6,01,0,12,1167299,1308151,1308151,,
133364852,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253-5007,0000,09,3,1000,198802,2,00,279000000,1,01,202412,8,9,01,0,12,21995092,90508659,90508654,,
133366849,FRIENDS OF MEVAKSHEI DERECH INC,% VICKY GOLDWYN,2536 OXFORD CIR,ANN ARBOR,MI,48103-2398,0000,03,3,1000,198703,1,15,029000000,1,01,202512,1,1,02,0,12,1029,1100,1100,X20I,
133372696,RUTH SIEGEL AND JACQUES SARTISKY FOUNDATION,,35 WHITE OAK FOREST RD,FAIRVIEW,NC,28730-7627,0000,03,3,1000,198611,1,04,030000000,1,01,202512,4,3,00,1,12,325811,63237,,,
133376290,THE BHUTAN FOUNDATION,% TSHEWANG WANGCHUK,1050 CONNECTICUT AVE NW UNIT 66013,WASHINGTON,DC,20035-7551,0000,03,3,1000,199201,1,15,602000000,1,01,202506,7,7,01,0,06,7525681,6198488,6198488,,
133377279,INTERNATIONAL BAR ASSOCIATION FOUNDATION INC,% WHITE & CASE,WHITE CASE 701 13TH ST NW 600,WASHINGTON,DC,20005-0000,0000,03,3,1000,198701,1,21,123000000,1,01,202412,4,3,02,0,12,170901,33347,15725,S11,
133378881,SAMUEL J AND ETHEL LEFRAK CHARITABLE TRUST,% LEFRAK TRUST CO,1105 N MARKET ST STE 801,WILMINGTON,DE,19801-1202,0000,03,3,1000,198701,1,04,029000000,2,01,202412,6,6,00,1,12,4772515,1486792,,,
133381821,DAVE H & REBA WILLIAMS FOUNDATION,% SILVERCREST,C/O SILVERCREST 230 COURT SQUARE,CHARLOTTESVILLE,VA,22902-0000,0000,03,3,1000,198805,1,04,602000000,2,01,202506,3,4,00,1,06,38074,319519,,,
133384072,FUND FOR INNOVATION AND PUBLIC SERVICE,% WILLIAM DRAYTON PRESIDENT,1200 N NASH ST,ARLINGTON,VA,22209-3616,0000,03,3,1000,198702,1,04,602000000,1,01,202412,7,5,00,1,12,7851674,592660,,,
133385063,DAVID B AND VIRGINIA M FORD FOUNDATION,% ERNST & YOUNG US LLP,1221 RIDGEWOOD RD,BRYN MAWR,PA,19010-1713,0000,03,3,1000,198801,1,04,602000000,2,01,202506,7,5,00,1,06,9679256,757615,,,
133386282,JOANNE AND JOHN CARTER FAMILY FOUNDATION,% AYCO COMPANY TAX DEPT,3781 DARLINGTON RD S,BLOOMFLD HLS,MI,48301-2003,0000,03,3,1000,198712,1,04,602000000,1,01,202512,5,4,00,1,12,937793,195095,,,
133390784,AMERICAN TAP DANCE FOUNDATION INC,% TONY WAAG,7420 SOUTH COUNTY LINE ROAD NUM 16,BURR RIDGE,IL,60527-7947,0000,03,3,2000,198803,1,15,090994119,1,01,202506,1,3,01,0,06,1283,52101,52101,,
133401320,AMERICAN SKIN ASSOCIATION INC,,3523 BLANDEMAR DR,CHARLOTTESVLE,VA,22903-7677,0000,03,3,1000,198705,1,15,602000000,1,01,202412,6,6,01,0,12,2994490,1941797,1717109,H46Z,
133402031,DHUANNE S AND DOUGLAS T TANSILL FOUNDATION INC,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0000,03,3,1000,198707,1,04,602000000,1,01,202512,4,4,00,1,12,269353,324432,,,
133402440,AMERICAN SOCIETY FOR THE ALEXANDER TECHNIQUE INC,% NONPROFIT RESOURCES LLC,PO BOX 939,BRITTON,SD,57430-0939,0000,03,3,1000,198707,1,15,123994124,1,01,202412,4,4,01,0,12,266221,178756,173654,,NASTADT INC
133407177,GRADUATE SCHOOL OF POLITICAL MANAGEMENT,,ACADEMIC CTR 801 22 ST NW RM T412,WASHINGTON,DC,20052-0001,0000,03,3,2000,198903,1,11,030000000,1,01,,6,6,00,0,06,,,,B5XZ,
133407848,AMERICAN PSYCHOLOGICAL ASSOCIATION INC,% AMER PSYCH ASSO FINANCIAL SERV,750 FIRST ST NE,WASHINGTON,DC,20002-4241,3263,03,9,2000,194001,1,16,000000000,1,01,201612,0,0,01,0,12,,,,,39 SOCIETY FOR PSYCHOANALYSIS AND P
133408705,RANDOLPH LEWISOHN FUND 0890760,% JPMORGAN CHASE BANK NA,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0000,92,3,1000,000000,0,00,909000000,6,12,202512,6,4,00,1,12,1020453,272053,,,
133409075,ALPHA KAPPA PSI FRATERNITY INC,% ALPHA KAPPA PSI,8001 E 196TH ST,NOBLESVILLE,IN,46062-9091,8265,07,9,1000,195303,2,00,034036349,5,01,202606,0,0,02,0,06,0,0,0,,ALPHA
133411063,NATIONAL APHASIA ASSOCIATION INC,,5448 APEX PEAKWAY,APEX,NC,27502-3924,0000,03,3,1200,198710,1,15,566149000,1,01,202512,5,4,01,0,12,666517,364813,364813,,STROKE BRAIN INJ COMM DISORDERS FDN
133412239,SOCIETY FOR THE STUDY OF INGESTIVE BEHAVIOR INC,,2111 CHESTNUT AVE STE 145,GLENVIEW,IL,60025-1609,0000,03,3,2000,199206,1,15,199123000,1,01,202512,4,4,01,0,12,448733,324414,324414,G70Z,
133413809,FATHER FLANAGAN BOYS HOME 1 538486,,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,03,3,1000,201810,1,04,909000000,2,01,202512,5,4,00,1,12,759321,265914,,T20,
133417304,WOMENS PROJECT FOUNDATION,% SOCIETY NATIONAL BANK TTEE,4900 TIEDEMAN RD OH-01-49-0150,BROOKLYN,OH,44144-2302,0000,03,3,1000,198801,1,04,602000000,2,01,202411,7,6,00,1,11,6777163,2982505,,,
133417413,PRESBYTERIAN CHURCH HOPEWELL TRUST 792877,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,92,0,1000,000000,0,00,000000000,0,12,202512,4,3,00,1,12,117595,62450,,,
133418286,INTERNATIONAL SOCIETY FOR CEREBRAL BLOOD FLOW AND METABOLISM INC,% DR PETER HERSCOVITCH,201 N UNION ST STE 110,ALEXANDRIA,VA,22314-2663,0000,03,3,1000,199004,1,16,998000000,1,01,202412,7,6,01,0,12,9448740,2281931,1088828,H030,
133419121,ALLEGHENY POWER SYSTEM BENEFIT FUND,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253-5007,0000,09,3,1000,198902,2,00,279000000,1,01,202312,0,0,02,0,12,0,0,0,,
133419164,THE UNITED STATES TEAM HANDBALL FOUNDATION INC,,230 W MCCARTY ST,INDIANAPOLIS,IN,46225-1234,0000,03,3,2000,198808,1,17,300288298,1,01,202412,5,3,02,0,12,890273,37534,37534,,
133419779,MID ATLANTIC BONSAI SOCIETIES INC,% KARIN SIMMAT,263 GREEN BRIAR CT,NEWTOWN SQ,PA,19073-2126,0000,03,3,1000,198802,1,16,356000000,1,01,202512,0,0,02,0,12,0,0,0,,
133424750,EDUCATIONAL FOUNDATION OF AMERICA,% FOUNDATION SOURCE,4801 HAMPDEN LN APT 106,BETHESDA,MD,20814-2948,0000,03,3,2100,198910,1,04,602000000,1,01,202412,9,8,00,1,12,251241022,47469167,,,
133435424,DEFENDERS OF THE CHRISTIAN FAITH MOVEMENT,% JOB M RAMOS,PO BOX 33,NORTHFIELD,MN,55057-0033,0000,03,3,7000,196510,1,10,000000000,1,01,,0,0,06,0,12,,,,,
133437903,LANE FAMILY FOUNDATION,% ERNST & YOUNG US LLP,3251 DARBY RD,KESWICK,VA,22947-2721,0000,03,3,1000,198901,1,04,602000000,2,01,202506,4,1,00,1,06,142369,7086,,,
133437931,AVALON FOUNDATION,% EY US LLP,2976 WINDY BUSH RD,NEWTOWN,PA,18940-3118,0000,03,3,1000,198904,1,04,602000000,2,01,202501,6,3,00,1,01,2886868,37230,,,
133438873,CONG CHURCH OF MANHASSET,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230-0185,0000,03,3,1000,199903,1,04,000000000,2,01,202505,5,4,00,1,05,912101,375734,,T11,
133441165,NATIONAL CARTOONISTS SOCIETY INCORPORATED,,37637 FIVE MILE RD STE 399,LIVONIA,MI,48154-1543,0000,06,3,2000,199602,2,00,205200602,1,01,202412,4,4,01,0,12,110871,119158,119158,,
133453493,AIRCRAFT BUILDERS COUNCIL INC,,4248 PARK GLEN RD,MINNEAPOLIS,MN,55416-4758,0000,06,3,3000,198812,2,00,200000000,1,01,202412,4,4,01,0,12,313784,404022,404022,,
133458360,ANNE BEVERLY MCCORMACK FOUNDATION,% LEO H FLEISCHMAN,PO BOX 803878,CHICAGO,IL,60680-3878,0000,03,3,1000,198911,1,04,602000000,1,01,202512,6,4,00,1,12,2240729,400453,,,
133462549,PRESBYTERIAN CHURCH USA A CORP,,100 WITHERSPOON ST,LOUISVILLE,KY,40202-1396,1617,03,9,7000,196401,1,10,029000000,5,01,202512,0,0,06,0,12,,,,,
133463848,SEMINARS FOR PROFESSIONAL ADVANCEMENT INC,% LYNNE JONES,907 CEDARWOOD CIR,MYRTLE BEACH,SC,29572-5769,0000,03,3,1000,198902,1,16,123000000,1,01,202512,0,0,02,0,12,0,0,0,B5BZ,
133470494,THE LEUKEMIA & LYMPHOMA SOCIETY RESEARCH PROGRAMS INC,,1201 15TH ST NW STE 410,WASHINGTON,DC,20005-2899,0000,03,3,1000,198810,1,17,000000000,1,01,202506,1,0,02,0,06,1,0,0,,
133470870,COALITION OF LABOR UNION WOMEN CLUW,% KATHERINE BLACK TREASURER,22 S 22ND ST,PHILADELPHIA,PA,19103-3005,9172,05,9,1000,198807,2,00,261279000,5,01,202512,0,0,02,0,12,0,0,0,,PHILADELPHIA
133470874,COALITION OF LABOR UNION WOMEN CLUW,% ANGELA FERRITTO,7549 PARKVIEW RD,UPPER DARBY,PA,19082-1513,0000,05,3,3000,201902,2,00,261279000,5,01,202312,0,0,02,0,12,0,0,0,,PA STATE
